,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
170,170,210,210,992,992,,1000,40-44,Alberta,Female,French,English,Bachelors Degrees,Not Employed,Unskilled,,,,0.6,0.0,1,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.6-0.0-1-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,32,0.28635204081632654,0.03125,0.03125,0.0625,0.09630102040816327,0.07270408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0013782410198983548,label1x,label5x,label6x,0,4,5,0.4553571428571429
171,171,211,211,997,997,,1005,45-49,Ontario,Female,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,46,0.08695652173913043,0.06521739130434782,0.022416127576350232,0.0,0.022416127576350232,0.02309312471791786,0.02309312471791786,0.0,0.0,0.0,0.0,0.029186098992026482,0.001981221466103885,label1x,label2x,label12x,0,1,11,0.18136001203550475
172,172,212,212,1002,1002,,1010,65-69,Ontario,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,14,0.2857142857142857,0.0,0.0,0.14285714285714285,0.07142857142857142,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label4x,label6x,0,3,5,0.5476190476190476
173,173,213,213,1008,1008,,1016,40-44,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,32,0.31510416666666663,0.034375,0.0,0.19010416666666666,0.03125,0.0,0.034375,0.0,0.0,0.040625,0.0,0.0,0.0013782410198983548,label1x,label4x,label10x,0,3,9,0.5458333333333333
174,174,214,214,1014,1014,,1022,40-44,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,25,0.163265306122449,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.059591836734693884,0.0,0.0,0.0010767507967955896,label4x,label1x,label10x,3,0,9,0.4228571428571429
175,175,215,215,1015,1015,,1023,35-39,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.5333333333333333,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,10,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043070031871823584,label1x,label4x,,0,3,0,0.8999999999999999
176,176,216,216,1023,1023,,1032,40-44,British Columbia,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.6,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.6-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,128,0.18774391643709826,0.07080033287419651,0.01611283287419651,0.13293445821854913,0.015868916437098257,0.007934458218549127,0.04064795684113866,0.008422291092745638,0.0,0.007934458218549127,0.0,0.0,0.005512964079593419,label1x,label4x,label2x,0,3,1,0.39147870752984393
177,177,217,217,1025,1025,,1034,30-34,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,65,0.1855175688509022,0.09320987654320989,0.031220322886989556,0.07692307692307693,0.015384615384615385,0.0,0.0,0.03528015194681861,0.0,0.01673789173789174,0.0,0.0,0.002799552071668533,label1x,label2x,label4x,0,1,3,0.355650522317189
178,178,223,223,1060,1060,,1069,40-44,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,14,0.42857142857142855,0.0,0.11904761904761904,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label3x,label4x,0,2,3,0.619047619047619
179,179,224,224,1062,1062,,1071,70+,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,40,0.15,0.05103550295857988,0.0,0.075,0.0,0.02603550295857988,0.0,0.0,0.0,0.06139053254437869,0.0,0.0,0.0017228012748729434,label1x,label4x,label10x,0,3,9,0.2863905325443787
180,180,225,225,1064,1064,,1073,60-64,Ontario,Female,Other,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,64,0.125,0.03125,0.016083140432098766,0.14154128086419754,0.03170814043209877,0.06524884259259259,0.017457561728395063,0.0,0.0,0.017457561728395063,0.0,0.0,0.0027564820397967095,label4x,label1x,label6x,3,0,5,0.33179012345679015
181,181,226,226,1079,1079,,1088,70+,Ontario,Male,French,English,Trade Certificate/Diploma,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,9,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label4x,label1x,label2x,3,0,1,0.8888888888888888
182,182,227,227,1083,1083,,1092,50-54,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,23,0.357487922705314,0.043478260869565216,0.0,0.32367149758454106,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0009906107330519426,label1x,label4x,label2x,0,3,1,0.7246376811594202
183,183,228,228,1084,1084,,1093,40-44,Ontario,Female,English,French,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other Managers,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.2222222222222222,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.2222222222222222-0-1.0,9,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label4x,label7x,label1x,3,6,0,0.6388888888888888
184,184,229,229,1085,1085,,1094,45-49,Ontario,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,0.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-0.0,89,0.12417602996254681,0.03409488139825219,0.02305243445692884,0.06799625468164794,0.022665418227215982,0.012009987515605492,0.011429463171036205,0.01259051186017478,0.0,0.02363295880149813,0.0,0.0,0.003833232836592299,label1x,label4x,label2x,0,3,1,0.22626716604244695
185,185,230,230,1087,1087,,1097,70+,British Columbia,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,1.0,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,23,0.17391304347826086,0.1408695652173913,0.0,0.1791304347826087,0.0,0.0,0.0973913043478261,0.0,0.0,0.0,0.0,0.0,0.0009906107330519426,label4x,label1x,label2x,3,0,1,0.49391304347826087
186,186,231,231,1092,1092,,1102,30-34,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,28,0.1456043956043956,0.03571428571428571,0.0,0.289010989010989,0.04120879120879121,0.0489010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0012059608924110605,label4x,label1x,label6x,3,0,5,0.48351648351648346
187,187,232,232,1096,1096,,1106,60-64,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.8888888888888888,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.8888888888888888-0-1.0,45,0.2,0.044444444444444446,0.027237654320987653,0.1111111111111111,0.0,0.024228395061728396,0.0,0.025231481481481483,0.0,0.04645061728395061,0.0,0.0,0.0019381514342320613,label1x,label4x,label10x,0,3,9,0.35756172839506173
188,188,233,233,1100,1100,,1110,60-64,Quebec,Female,English,French,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.4,0.0,0.2222222222222222,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.4-0.0-0.2222222222222222-0-1.0,9,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label4x,label1x,label7x,3,0,6,0.8888888888888888
189,189,234,234,1101,1101,,1111,25-29,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,0.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-0.0,92,0.13062198067632852,0.04385265700483092,0.033919082125603864,0.09782608695652174,0.0,0.023236714975845413,0.010869565217391304,0.0,0.0,0.0,0.0,0.013115942028985505,0.00396244293220777,label1x,label4x,label2x,0,3,1,0.2723007246376812
190,190,235,235,1111,1111,,1123,60-64,Manitoba,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.8666666666666667,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.0,,0.8666666666666667-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.0,66,0.2878787878787879,0.07876283496118207,0.016654144753318306,0.24317555722514403,0.015151515151515152,0.03330828950663662,0.0,0.0,0.0,0.0,0.0,0.0,0.002842622103540357,label1x,label4x,label2x,0,3,1,0.609817180065114
191,191,236,236,1112,1112,,1124,40-44,Ontario,Male,English,English,Masters Degrees,Not Employed,Clerical/Secretarial,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.1,0.5,0.0,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.1-0.5-0.0-0-1.0,13,0.0,0.08615384615384616,0.10461538461538461,0.08615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label3x,label2x,,2,1,0,0.19076923076923077
192,192,237,237,1113,1113,,1125,40-44,Ontario,Female,English,French,Bachelors Degrees,Full-Time,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,17,0.17647058823529413,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label4x,label1x,label7x,3,0,6,0.5073529411764706
193,193,238,238,1115,1115,,1127,60-64,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,41,0.0975609756097561,0.0,0.0,0.12195121951219512,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.03739837398373983,0.0,0.001765871306744767,label4x,label1x,label11x,3,0,10,0.25691056910569104
194,194,239,239,1119,1119,,1131,70+,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,5,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021535015935911792,label4x,label1x,,3,0,0,0.8
195,195,240,240,1121,1121,,1133,45-49,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,8,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0003445602549745887,label1x,label10x,label4x,0,9,3,0.59375
196,196,241,241,1128,1128,,1140,65-69,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,16,0.5,0.0625,0.0,0.125,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label4x,label6x,0,3,5,0.734375
197,197,242,242,1142,1142,,1154,30-34,Alberta,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,20,0.25,0.1,0.0,0.3111111111111111,0.0,0.0,0.07222222222222222,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label4x,label1x,label2x,3,0,1,0.6611111111111111
198,198,243,243,1144,1144,,1157,60-64,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,8,0.25,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label4x,label1x,label5x,3,0,4,0.875
199,199,245,245,1156,1156,,1170,65-69,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,15,0.0,0.06666666666666667,0.08266666666666667,0.14133333333333334,0.0,0.08266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label4x,label3x,label2x,3,2,1,0.2906666666666667
200,200,246,246,1157,1157,,1171,65-69,Alberta,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.9333333333333332,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,7,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0003014902231027651,label4x,label2x,label7x,3,1,6,0.857142857142857
201,201,248,248,1161,1161,,1175,65-69,British Columbia,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.9333333333333332,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,19,0.3684210526315789,0.05263157894736842,0.07602339181286549,0.10526315789473684,0.11695906432748539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008183306055646482,label1x,label5x,label4x,0,4,3,0.5906432748538011
202,202,249,249,1163,1163,,1177,30-34,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,13,0.38461538461538464,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label4x,label1x,,3,0,0,0.9230769230769231
203,203,250,250,1164,1164,,1178,70+,Ontario,Male,Indian-Other,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.5294117647058824,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.5294117647058824-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,19,0.5087719298245613,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008183306055646482,label1x,label4x,,0,3,0,0.719298245614035
204,204,251,251,1169,1169,,1183,70+,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,8,0.421875,0.0,0.0,0.0,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label1x,label5x,,0,4,0,0.59375
205,205,252,252,1170,1170,,1185,65-69,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,20,0.3078125,0.0,0.05,0.05,0.2234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label1x,label5x,label3x,0,4,2,0.58125
206,206,253,253,1171,1171,,1186,30-34,Quebec,Female,English,French,High School Graduation Certificate,Full-Time,Senior Managers/Owners,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.5555555555555556,0,1.0,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.5555555555555556-0-1.0,56,0.05357142857142857,0.0,0.0366051182377713,0.10714285714285714,0.017857142857142856,0.018747975380628442,0.0,0.0,0.025429219306770327,0.0,0.0,0.0,0.002411921784822121,label4x,label1x,label3x,3,0,2,0.197319403952057
207,207,254,254,1175,1175,,1190,35-39,British Columbia,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.5333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,14,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.11607142857142858,0.0,0.0,0.0006029804462055302,label4x,label10x,label1x,3,9,0,0.4732142857142857
208,208,255,255,1190,1190,,1206,50-54,Alberta,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,19,0.16421052631578947,0.11157894736842106,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.07157894736842105,0.0,0.0,0.0008183306055646482,label1x,label2x,label4x,0,1,3,0.38105263157894737
209,209,256,256,1193,1193,,1209,40-44,Saskatchewan,Female,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,1.0,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-1.0-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,8,0.125,0.125,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label5x,label4x,label1x,4,3,0,0.75
210,210,257,257,1194,1194,,1210,20-21,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,21,0.3412698412698413,0.10317460317460318,0.0,0.20238095238095238,0.05952380952380952,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label1x,label4x,label2x,0,3,1,0.6468253968253969
211,211,258,258,1204,1204,,1220,45-49,Quebec,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,21,0.14285714285714285,0.10267857142857142,0.0,0.19047619047619047,0.15773809523809523,0.0,0.05505952380952381,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label4x,label5x,label1x,3,4,0,0.49107142857142855
212,212,259,259,1207,1207,,1223,22-24,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.3333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,0.0,,0.3333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-0.0,244,0.20925019789591953,0.04535567003728103,0.029117033093304736,0.18883659542413564,0.053628198253408914,0.02502026837240182,0.004137461059190032,0.0,0.0,0.008428131862519788,0.0,0.0,0.010509087776724955,label1x,label4x,label5x,0,3,4,0.45171499157346406
213,213,260,260,1217,1217,,1233,70+,Ontario,Male,English,French,Trade Certificate/Diploma,Not Employed,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.8,0.5,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.8-0.5-0.1111111111111111-0-1.0,17,0.3161764705882353,0.13970588235294118,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label4x,label1x,label2x,3,0,1,0.8088235294117647
214,214,262,262,1225,1225,,1241,70+,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,7,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003014902231027651,label4x,label1x,,3,0,0,0.8571428571428572
215,215,263,263,1226,1226,,1242,25-29,Ontario,Female,French,English,Bachelors Degrees,Full-Time,Other Managers,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,13,0.38461538461538464,0.0,0.1346153846153846,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label1x,label4x,label3x,0,3,2,0.75
216,216,264,264,1235,1235,,1251,40-44,Alberta,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,17,0.47058823529411764,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label1x,,,0,0,0,0.47058823529411764
217,217,265,265,1240,1240,,1256,30-34,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,31,0.39213709677419356,0.06451612903225806,0.0,0.16129032258064516,0.14415322580645162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013351709880265311,label1x,label4x,label5x,0,3,4,0.6975806451612904
