,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x
582,582,2809,2809,,2891,40-44,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,583,2814,2814,,2897,40-44,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,584,2833,2833,,2917,60-64,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,585,2834,2834,,2918,70+,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Other Managers,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,586,2836,2836,,2920,30-34,British Columbia,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,587,2844,2844,,2928,25-29,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,588,2850,2850,,2934,70+,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,0.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,589,2859,2859,,2943,55-59,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,590,2862,2862,,2947,30-34,Quebec,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other Managers,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,591,2870,2870,,2957,70+,British Columbia,Female,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,1.0,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,1.0-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,592,2877,2877,,2964,19 Years,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.2,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.2-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,593,2878,2878,,2965,60-64,Quebec,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,2884,2884,,2971,70+,Ontario,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Unskilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,1.0,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-1.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,595,2886,2886,,2973,65-69,Ontario,Male,French,French,None,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.29411764705882354,0.29411764705882354,0.6,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.29411764705882354-0.29411764705882354-0.6-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,596,2888,2888,,2975,50-54,Alberta,Female,English,French,Elementary School Graduation Cert,Full-Time,Professionals,,,,0.7333333333333333,0.0,1,0.2352941176470588,0.29411764705882354,0.4,0.0,0.4444444444444444,0,1.0,,0.7333333333333333-0.0-1-0.2352941176470588-0.29411764705882354-0.4-0.0-0.4444444444444444-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,597,2889,2889,,2976,50-54,Ontario,Female,French,English,Bachelors Degrees,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,598,2898,2898,,2986,40-44,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,599,2907,2907,,2995,65-69,British Columbia,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.9333333333333332,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,600,2909,2909,,2997,70+,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Senior Managers/Owners,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.5555555555555556,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.5555555555555556-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,601,2912,2912,,3000,60-64,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Professionals,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.4444444444444444,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.4444444444444444-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,602,2913,2913,,3001,55-59,Quebec,Male,English,English,None,Not Employed,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.6,0.5,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.6-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,603,2914,2914,,3002,25-29,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,604,2919,2919,,3007,20-21,British Columbia,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.26666666666666666,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.26666666666666666-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,605,2931,2931,,3020,40-44,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,606,2942,2942,,3031,25-29,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,607,2946,2946,,3035,45-49,Quebec,Female,French,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.6666666666666666,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,608,2954,2954,,3043,25-29,Ontario,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other Managers,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,609,2964,2964,,3053,65-69,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,1.0,0,0.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-1.0-0-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,610,2965,2965,,3054,40-44,Ontario,Male,English,Other,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.7058823529411765,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.7058823529411765-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,611,2968,2968,,3057,60-64,British Columbia,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.8666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,612,2975,2975,,3065,55-59,Alberta,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,613,2976,2976,,3066,40-44,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614,2981,2981,,3071,50-54,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,615,2987,2987,,3077,50-54,Ontario,Male,English,English,High School Graduation Certificate,Part-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,1.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-1.0-0.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,616,2989,2989,,3079,65-69,Ontario,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.9333333333333332,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,0.2307692307692308,,0.9333333333333332-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-0.2307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0
617,617,2992,2992,,3082,50-54,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Skilled,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,618,3004,3004,,3095,30-34,Quebec,Female,French,French,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,1,0.29411764705882354,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-1-0.29411764705882354-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,619,3006,3006,,3097,70+,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,620,3009,3009,,3100,70+,Newfoundland and Labrador,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Clerical/Secretarial,,,,1.0,0.4444444444444444,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,1.0,,1.0-0.4444444444444444-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,621,3017,3017,,3108,50-54,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,622,3023,3023,,3114,70+,Ontario,Male,French,English,Bachelors Degrees,Part-Time,Other Managers,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,1.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-1.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,623,3024,3024,,3115,22-24,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.3333333333333333,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,1.0,0.1111111111111111,0,1.0,,0.3333333333333333-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-1.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,624,3025,3025,,3116,70+,British Columbia,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,625,3026,3026,,3117,60-64,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,626,3042,3042,,3135,70+,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,627,3046,3046,,3139,55-59,Manitoba,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.8,0.2222222222222222,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,0.0,,0.8-0.2222222222222222-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,628,3047,3047,,3140,55-59,Quebec,Female,English,English,Trade Certificate/Diploma,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.8888888888888888,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.8888888888888888-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,629,3055,3055,,3148,40-44,Quebec,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.6,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,630,3057,3057,,3150,70+,Quebec,Female,German,English,Bachelors Degrees,Full-Time,Other,,,,1.0,0.8888888888888888,1,0.35294117647058826,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-1-0.35294117647058826-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,631,3058,3058,,3151,65-69,Ontario,Female,English,English,Masters Degrees,Full-Time,Senior Managers/Owners,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.1,0.0,0.5555555555555556,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.1-0.0-0.5555555555555556-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,632,3065,3065,,3158,20-21,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,633,3073,3073,,3168,40-44,Ontario,Male,English,French,Bachelors Degrees,Full-Time,Clerical/Secretarial,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.0,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,634,3080,3080,,3175,65-69,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.9333333333333332,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.9333333333333332-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,635,3101,3101,,3198,55-59,Ontario,Male,French,English,Bachelors Degrees,Not Employed,Other,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,636,3102,3102,,3199,45-49,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,637,3110,3110,,3207,15-17,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.06666666666666668,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.06666666666666668-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,638,3112,3112,,3209,60-64,Ontario,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,639,3114,3114,,3211,70+,Nova Scotia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.5555555555555556,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.5555555555555556-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,640,3118,3118,,3215,60-64,Ontario,Female,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,641,3129,3129,,3227,60-64,Ontario,Female,English,French,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.8888888888888888,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.8888888888888888-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,642,3132,3132,,3231,35-39,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-1.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,643,3138,3138,,3237,65-69,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,644,3143,3143,,3242,50-54,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,645,3152,3152,,3251,55-59,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,646,3154,3154,,3253,45-49,Ontario,Female,French,English,Bachelors Degrees,Full-Time,Other Managers,,,,0.6666666666666666,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,647,3155,3155,,3254,25-29,Quebec,Female,French,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,648,3156,3156,,3255,70+,Quebec,Female,French,English,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.8888888888888888,0,1.0,,1.0-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.8888888888888888-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,649,3165,3165,,3264,30-34,Alberta,Female,French,English,Elementary School Graduation Cert,Not Employed,Clerical/Secretarial,,,,0.4666666666666667,0.0,1,0.29411764705882354,0.2352941176470588,0.4,0.5,0.0,0,1.0,,0.4666666666666667-0.0-1-0.29411764705882354-0.2352941176470588-0.4-0.5-0.0-0-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,650,3166,3166,,3265,40-44,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
