,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
140,140,140,172,172,797,797,,802,30-34,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,72,0.14190821256038647,0.056796497584541056,0.014224033816425122,0.08514492753623187,0.028398248792270535,0.028431461352657006,0.014224033816425122,0.0,0.0,0.0,0.0,0.0,0.003100374628600956,label1x,label4x,label2x,0,3,1,0.2838496376811594
141,141,141,173,173,801,801,,806,55-59,British Columbia,Female,English,French,Elementary School Graduation Cert,Not Employed,Unskilled,,,,0.8,0.1111111111111111,1,0.2352941176470588,0.29411764705882354,0.4,0.5,1.0,0,1.0,,0.8-0.1111111111111111-1-0.2352941176470588-0.29411764705882354-0.4-0.5-1.0-0-1.0,16,0.1375,0.06875,0.0,0.2109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label4x,label1x,label2x,3,0,1,0.41718750000000004
142,142,142,174,174,823,823,,829,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,22,0.34848484848484845,0.04924242424242424,0.0,0.04924242424242424,0.04924242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009473366920725143,label1x,label2x,,0,1,0,0.3977272727272727
143,143,143,175,175,825,825,,831,25-29,Quebec,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,47,0.2648879882922436,0.022064617809298658,0.0,0.08825847123719463,0.022064617809298658,0.0,0.02221471725017824,0.0,0.0,0.022364816691057825,0.0,0.0,0.002023855660336735,label1x,label4x,label10x,0,3,9,0.37551127622049607
144,144,144,176,176,832,832,,838,70+,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,42,0.14802859919477995,0.07404900735804525,0.04966680549770929,0.07397959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001808551866683891,label1x,label2x,label4x,0,1,3,0.2960571983895599
145,145,145,177,177,845,845,,852,50-54,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,30,0.105,0.035,0.0,0.1402,0.0,0.0,0.0708,0.0,0.0,0.0,0.0,0.0,0.001291822761917065,label4x,label1x,label7x,3,0,6,0.31599999999999995
146,146,146,178,178,852,852,,859,20-21,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.26666666666666666,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.26666666666666666-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,24,0.22216796875,0.045084635416666664,0.0,0.044270833333333336,0.0,0.0,0.0,0.0,0.0,0.044270833333333336,0.0,0.0,0.001033458209533652,label1x,label2x,label4x,0,1,3,0.3115234375
147,147,147,179,179,854,854,,861,22-24,Quebec,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.3333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.3333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,16,0.1375,0.0,0.07109375,0.13984375,0.0,0.0,0.06875,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label4x,label1x,label3x,3,0,2,0.3484375
148,148,148,181,181,863,863,,870,70+,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,80,0.012664473684210526,0.0,0.0,0.0,0.0,0.0,0.012669169306367772,0.012690299606075373,0.0,0.0,0.012718473339018843,0.0,0.0034448606984455064,label11x,label8x,label7x,10,7,6,0.03807794225146199
149,149,149,182,182,865,865,,872,60-64,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-1.0-0-1.0,28,0.15126050420168066,0.07609710550887021,0.0,0.15126050420168066,0.0,0.0,0.03874883286647992,0.0,0.0,0.0,0.0,0.0,0.0012057012444559273,label1x,label2x,label7x,0,1,6,0.26610644257703076
150,150,150,183,183,866,866,,873,60-64,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.8666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,26,0.28814102564102567,0.0,0.0,0.12307692307692308,0.0,0.0,0.041987179487179484,0.0,0.0,0.0,0.0,0.0,0.0011195797269947896,label1x,label4x,label7x,0,3,6,0.45320512820512826
151,151,151,186,186,877,877,,884,35-39,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,56,0.1285714285714286,0.03673469387755102,0.0,0.14693877551020407,0.055226988754685555,0.018533944189920864,0.0,0.0,0.0,0.0,0.0,0.0,0.0024114024889118546,label4x,label1x,label5x,3,0,4,0.3307371928363182
152,152,152,187,187,880,880,,887,25-29,Manitoba,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4,0.2222222222222222,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.2222222222222222-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,16,0.06770833333333333,0.06770833333333333,0.0,0.0,0.06852213541666667,0.07014973958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label6x,label5x,label1x,5,4,0,0.20638020833333331
153,153,153,188,188,882,882,,889,40-44,Quebec,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,32,0.16544117647058823,0.06801470588235295,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013779442793782027,label4x,label1x,label2x,3,0,1,0.49816176470588236
154,154,154,189,189,884,884,,891,35-39,Quebec,Female,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.5333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,22,0.0979020979020979,0.05026223776223777,0.0,0.24475524475524477,0.0,0.05026223776223777,0.0,0.0,0.0,0.0,0.0,0.0,0.0009473366920725143,label4x,label1x,label2x,3,0,1,0.3929195804195804
155,155,155,190,190,885,885,,892,50-54,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,18,0.0606060606060606,0.0,0.0,0.30303030303030304,0.0,0.06439393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.000775093657150239,label4x,label6x,label1x,3,5,0,0.42803030303030304
156,156,156,191,191,890,890,,897,50-54,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Part-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.0-0-1.0,12,0.19047619047619047,0.0,0.0,0.09523809523809523,0.2023809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516729104766826,label5x,label1x,label4x,4,0,3,0.48809523809523814
157,157,157,192,192,897,897,,904,70+,British Columbia,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,1.0,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,1.0-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,80,0.0380499405469679,0.012684390563339022,0.0,0.050724637681159424,0.025365549983628877,0.0,0.0,0.0,0.0,0.0,0.0,0.012761937996518983,0.0034448606984455064,label4x,label1x,label5x,3,0,4,0.11414012821175619
158,158,158,193,193,903,903,,910,55-59,Quebec,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,82,0.09924306139613119,0.062046557107976526,0.02482386117262915,0.03722924384714554,0.024810765349032798,0.012411930586314575,0.037275079229732756,0.0,0.0,0.0,0.0,0.0,0.0035309822159066443,label1x,label2x,label7x,0,1,6,0.19856469773384047
159,159,159,194,194,918,918,,926,35-39,British Columbia,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.5333333333333333,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,0.0,,0.5333333333333333-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-0.0,330,0.08825971996207409,0.04260870424156174,0.006086943336505069,0.10956407208285494,0.018260930895541462,0.012174189331088906,0.015218215872485844,0.003043723883318173,0.0,0.003044127427423195,0.0,0.0030447327435807275,0.014210050381087715,label4x,label1x,label2x,3,0,1,0.24043249628649077
160,160,160,196,196,933,933,,941,25-29,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,28,0.07539682539682539,0.03800843253968254,0.0,0.22650049603174605,0.0,0.038318452380952384,0.0,0.0,0.0,0.0,0.0,0.0,0.0012057012444559273,label4x,label1x,label6x,3,0,5,0.34021577380952384
161,161,161,199,199,943,943,,951,70+,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Unskilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,1.0,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-1.0-0-1.0,84,0.1089651432606941,0.0,0.0,0.0847457627118644,0.04844506658595642,0.012112843018563357,0.03636300918672554,0.0,0.0,0.012144370460048428,0.0,0.0,0.003617103733367782,label1x,label4x,label5x,0,3,4,0.24215597255851495
162,162,162,200,200,948,948,,956,70+,Quebec,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,10,0.25,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004306075873056883,label1x,label2x,,0,1,0,0.4833333333333333
163,163,163,201,201,955,955,,963,25-29,Quebec,Female,English,French,Bachelors Degrees,Full-Time,Other Managers,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.2222222222222222,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.2222222222222222-0-1.0,18,0.05952380952380952,0.0,0.060000000000000005,0.05952380952380952,0.0,0.06142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.000775093657150239,label6x,label3x,label1x,5,2,0,0.18095238095238095
164,164,164,202,202,968,968,,976,25-29,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,28,0.1881954887218045,0.03759398496240601,0.0,0.07518796992481203,0.0,0.0,0.0,0.0,0.0,0.03849624060150376,0.0,0.0,0.0012057012444559273,label1x,label4x,label10x,0,3,9,0.30187969924812025
165,165,165,204,204,974,974,,982,55-59,Ontario,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.2222222222222222,0,0.6923076923076923,,0.8-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.2222222222222222-0-0.6923076923076923,139,0.10169835802130647,0.036322575760576875,0.0,0.06537894231781652,0.007265166710277626,0.007265134132369514,0.021797650272768306,0.007278067561890206,0.0,0.014538933988296974,0.0,0.0,0.005985445463549068,label1x,label4x,label2x,0,3,1,0.20339987609969987
166,166,166,205,205,975,975,,983,30-34,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,64,0.07971938775510204,0.0,0.0,0.1275808117364593,0.0,0.0,0.01594387755102041,0.0,0.0,0.0,0.01608290374973519,0.0,0.0027558885587564055,label4x,label1x,label11x,3,0,10,0.22338310324129654
167,167,167,206,206,978,978,,986,60-64,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,90,0.07884885689435592,0.011266133165595006,0.011266133165595006,0.033792769390861364,0.0337955844438232,0.01126894821855683,0.0,0.0,0.011316804118907838,0.0,0.0,0.0,0.003875468285751195,label1x,label5x,label4x,0,4,3,0.14643721072904048
168,168,168,208,208,987,987,,995,55-59,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,28,0.07482993197278912,0.037553797029015686,0.0,0.07482993197278912,0.037553797029015686,0.0,0.0,0.0,0.0,0.03810912119950021,0.0,0.0,0.0012057012444559273,label1x,label10x,label2x,0,9,1,0.150492850201305
169,169,169,209,209,990,990,,998,65-69,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,0.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-0.0,67,0.1991358994501178,0.09196342847167671,0.04616173518373047,0.09190887666928516,0.015318146111547526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002885070834948112,label1x,label2x,label4x,0,1,3,0.38300820459107965
170,170,170,210,210,992,992,,1000,40-44,Alberta,Female,French,English,Bachelors Degrees,Not Employed,Unskilled,,,,0.6,0.0,1,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.6-0.0-1-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,50,0.18572704081632652,0.020625,0.020625,0.04125,0.06192602040816327,0.04145408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0021530379365284416,label1x,label5x,label6x,0,4,5,0.28910714285714284
171,171,171,211,211,997,997,,1005,45-49,Ontario,Female,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,58,0.07046476761619191,0.05284857571214392,0.01762786426855776,0.0,0.01762786426855776,0.017639536633067547,0.017639536633067547,0.0,0.0,0.0,0.0,0.01774458791365563,0.002497524006372992,label1x,label2x,label12x,0,1,11,0.14105793124199145
172,172,172,212,212,1002,1002,,1010,65-69,Ontario,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,22,0.1948051948051948,0.0,0.0,0.0974025974025974,0.0487012987012987,0.050865800865800864,0.0,0.0,0.0,0.0,0.0,0.0,0.0009473366920725143,label1x,label4x,label6x,0,3,5,0.3430735930735931
173,173,173,213,213,1008,1008,,1016,40-44,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,52,0.1983673878205128,0.019891826923076925,0.0,0.11904046474358974,0.019831730769230768,0.0,0.019891826923076925,0.0,0.0,0.02001201923076923,0.0,0.0,0.002239159453989579,label1x,label4x,label10x,0,3,9,0.33741987179487176
174,174,174,214,214,1014,1014,,1022,40-44,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,36,0.11564625850340136,0.0,0.0,0.14444444444444446,0.02888888888888889,0.0,0.0,0.0,0.0,0.02943310657596372,0.0,0.0,0.001550187314300478,label4x,label1x,label10x,3,0,9,0.2895238095238095
175,175,175,215,215,1015,1015,,1023,35-39,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.5333333333333333,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,18,0.4277777777777778,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000775093657150239,label1x,label4x,,0,3,0,0.49444444444444446
176,176,176,216,216,1023,1023,,1032,40-44,British Columbia,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.6,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.6-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,190,0.12730391534966895,0.0477410543835484,0.010611120173022086,0.09017333925378185,0.010609836402300515,0.005304918201150259,0.026529726088637573,0.005307485742593398,0.0,0.005304918201150259,0.0,0.0,0.008181544158808078,label1x,label4x,label2x,0,3,1,0.2652183089869992
177,177,177,217,217,1025,1025,,1034,30-34,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,94,0.1296331656260734,0.0648213816653533,0.02160872683922329,0.054009819967266774,0.010801963993453354,0.0,0.0,0.02165191651007254,0.0,0.010816360550403104,0.0,0.0,0.00404771132067347,label1x,label2x,label4x,0,1,3,0.24846436725869347
178,178,178,223,223,1060,1060,,1069,40-44,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,22,0.2922077922077922,0.0,0.050865800865800864,0.0487012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009473366920725143,label1x,label3x,label4x,0,2,3,0.3917748917748918
179,179,179,224,224,1062,1062,,1071,70+,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,54,0.1138888888888889,0.037982138943677406,0.0,0.05694444444444445,0.0,0.019000657462195925,0.0,0.0,0.0,0.038173898750821826,0.0,0.0,0.002325280971450717,label1x,label4x,label10x,0,3,9,0.20900723208415517
180,180,180,225,225,1064,1064,,1073,60-64,Ontario,Female,Other,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,92,0.08831521739130435,0.022078804347826088,0.011044381961218463,0.09936457913982824,0.02208378413513151,0.0441874874194847,0.011059321323134728,0.0,0.0,0.011059321323134728,0.0,0.0,0.003961589803212332,label4x,label1x,label6x,3,0,5,0.2318672839506173
181,181,181,226,226,1079,1079,,1088,70+,Ontario,Male,French,English,Trade Certificate/Diploma,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,16,0.1388888888888889,0.06944444444444445,0.0,0.2847222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label4x,label1x,label2x,3,0,1,0.4930555555555556
182,182,182,227,227,1083,1083,,1092,50-54,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,40,0.20893719806763283,0.02608695652173913,0.0,0.18309178743961355,0.0,0.02608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0017224303492227532,label1x,label4x,label2x,0,3,1,0.41811594202898555
183,183,183,228,228,1084,1084,,1093,40-44,Ontario,Female,English,French,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other Managers,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.2222222222222222,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.2222222222222222-0-1.0,14,0.07936507936507937,0.0,0.0,0.23809523809523808,0.0,0.0,0.08531746031746032,0.0,0.0,0.0,0.0,0.0,0.0006028506222279636,label4x,label7x,label1x,3,6,0,0.40277777777777773
184,184,184,229,229,1085,1085,,1094,45-49,Ontario,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,0.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-0.0,118,0.09427267822002158,0.025712668486425866,0.017144512156414653,0.05142369707357329,0.017141232357857764,0.008576355826403436,0.008571436128568102,0.00858127552423877,0.0,0.017149431854249983,0.0,0.0,0.005081169530207122,label1x,label4x,label2x,0,3,1,0.17140904378002073
185,185,185,230,230,1087,1087,,1097,70+,British Columbia,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,1.0,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,36,0.11594202898550725,0.08724637681159421,0.0,0.11608695652173913,0.0,0.0,0.058260869565217394,0.0,0.0,0.0,0.0,0.0,0.001550187314300478,label4x,label1x,label2x,3,0,1,0.31927536231884057
186,186,186,231,231,1092,1092,,1102,30-34,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,43,0.09640940454893944,0.02408637873754153,0.0,0.19276769741886024,0.02421415793508817,0.024393048811653464,0.0,0.0,0.0,0.0,0.0,0.0,0.00185161262541446,label4x,label1x,label6x,3,0,5,0.3135701507794531
